Sensor,Time,Date,Flow,Occupancy,Vehicles Entered,Speed,Harmonic Mean Speed,Length,Vehicles Contributed,Label
End Points,20580.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,20580.0,2025-01-01,60.0,1.49,0.5,2.47,2.365,3.75,1.0,0
Start Points,20640.0,2025-01-01,20.0,1.0266666666666666,0.6666666666666666,1.4000000000000001,1.4000000000000001,1.7,0.3333333333333333,0
Mid Points,20640.0,2025-01-01,40.0,0.6133333333333334,0.6666666666666666,3.6333333333333333,3.6199999999999997,1.7,0.6666666666666666,0
End Points,20640.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,20640.0,2025-01-01,60.0,1.76,1.0,2.86,2.86,3.05,1.0,0
Start Points,20700.0,2025-01-01,60.0,2.48,1.6666666666666667,4.8,4.783333333333333,4.166666666666667,1.0,0
Mid Points,20700.0,2025-01-01,60.0,0.7166666666666667,1.0,3.776666666666667,3.73,1.2333333333333334,1.0,0
End Points,20700.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,20700.0,2025-01-01,60.0,1.67,1.0,2.5,2.45,2.525,1.0,0
Start Points,20760.0,2025-01-01,20.0,1.0233333333333334,0.6666666666666666,1.1266666666666667,1.1266666666666667,1.7,0.3333333333333333,0
Mid Points,20760.0,2025-01-01,40.0,0.7933333333333333,0.6666666666666666,3.77,3.766666666666667,2.516666666666667,0.6666666666666666,0
End Points,20760.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,20760.0,2025-01-01,120.0,3.7,2.0,2.835,2.815,3.14,2.0,0
Start Points,20820.0,2025-01-01,20.0,1.0433333333333332,0.6666666666666666,0.6066666666666666,0.6066666666666666,1.7,0.3333333333333333,0
Mid Points,20820.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
End Points,20820.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,20820.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,20880.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,20880.0,2025-01-01,20.0,0.2866666666666667,0.3333333333333333,3.9233333333333333,3.9233333333333333,1.7,0.3333333333333333,0
End Points,20880.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,20880.0,2025-01-01,30.0,0.885,0.5,2.845,2.845,3.05,0.5,0
Start Points,20940.0,2025-01-01,20.0,0.7633333333333333,0.3333333333333333,2.25,2.25,3.3333333333333335,0.3333333333333333,0
Mid Points,20940.0,2025-01-01,40.0,0.6933333333333334,0.6666666666666666,3.8466666666666662,3.8466666666666662,2.1666666666666665,0.6666666666666666,0
End Points,20940.0,2025-01-01,40.0,1.4333333333333333,0.6666666666666666,1.8099999999999998,1.8099999999999998,2.516666666666667,0.6666666666666666,0
OStart Points,20940.0,2025-01-01,60.0,2.095,1.0,2.855,2.855,3.75,1.0,0
Start Points,21000.0,2025-01-01,40.0,1.2899999999999998,1.0,4.863333333333333,4.863333333333333,3.6999999999999997,0.6666666666666666,0
Mid Points,21000.0,2025-01-01,40.0,0.5066666666666667,0.6666666666666666,3.7566666666666664,3.6300000000000003,1.3499999999999999,0.6666666666666666,0
End Points,21000.0,2025-01-01,20.0,0.8133333333333334,0.3333333333333333,2.063333333333333,2.063333333333333,3.3333333333333335,0.3333333333333333,0
OStart Points,21000.0,2025-01-01,30.0,0.81,0.5,2.08,2.08,2.0,0.5,0
Start Points,21060.0,2025-01-01,20.0,1.3466666666666667,0.6666666666666666,1.6033333333333333,1.6033333333333333,3.3333333333333335,0.3333333333333333,0
Mid Points,21060.0,2025-01-01,20.0,0.5,0.3333333333333333,3.7733333333333334,3.7733333333333334,3.3333333333333335,0.3333333333333333,0
End Points,21060.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,21060.0,2025-01-01,60.0,2.32,1.0,3.01,2.99,4.275,1.0,0
Start Points,21120.0,2025-01-01,60.0,2.67,1.6666666666666667,5.5633333333333335,5.516666666666667,4.516666666666667,1.0,0
Mid Points,21120.0,2025-01-01,40.0,0.48666666666666664,0.6666666666666666,3.936666666666667,3.9333333333333336,1.3499999999999999,0.6666666666666666,0
End Points,21120.0,2025-01-01,20.0,0.6,0.3333333333333333,1.5266666666666666,1.5266666666666666,1.7,0.3333333333333333,0
OStart Points,21120.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,21180.0,2025-01-01,60.0,1.7533333333333332,1.3333333333333333,4.916666666666667,4.913333333333333,2.766666666666667,1.0,0
Mid Points,21180.0,2025-01-01,100.0,1.4166666666666667,1.6666666666666667,8.27,8.253333333333332,4.05,1.6666666666666667,0
End Points,21180.0,2025-01-01,40.0,0.8333333333333334,0.6666666666666666,6.510000000000001,6.510000000000001,4.3999999999999995,0.6666666666666666,0
OStart Points,21180.0,2025-01-01,180.0,4.42,3.0,10.215,10.209999999999999,5.84,3.0,0
Start Points,21240.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,21240.0,2025-01-01,20.0,0.22333333333333336,0.3333333333333333,3.4566666666666666,3.4566666666666666,1.0,0.3333333333333333,0
End Points,21240.0,2025-01-01,20.0,0.39999999999999997,0.3333333333333333,1.6566666666666665,1.6566666666666665,1.0,0.3333333333333333,0
OStart Points,21240.0,2025-01-01,60.0,0.485,1.0,5.56,5.53,1.3,1.0,0
Start Points,21300.0,2025-01-01,20.0,0.44,0.3333333333333333,2.3166666666666664,2.3166666666666664,1.7,0.3333333333333333,0
Mid Points,21300.0,2025-01-01,40.0,0.6133333333333333,0.6666666666666666,8.266666666666666,8.266666666666666,4.3999999999999995,0.6666666666666666,0
End Points,21300.0,2025-01-01,40.0,1.2033333333333334,0.6666666666666666,6.826666666666667,6.826666666666667,6.033333333333334,0.6666666666666666,0
OStart Points,21300.0,2025-01-01,60.0,1.725,1.0,2.4,2.385,2.525,1.0,0
Start Points,21360.0,2025-01-01,20.0,1.0166666666666666,0.6666666666666666,1.2166666666666668,1.2166666666666668,1.7,0.3333333333333333,0
Mid Points,21360.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
End Points,21360.0,2025-01-01,20.0,0.89,0.3333333333333333,1.8266666666666669,1.8266666666666669,3.3333333333333335,0.3333333333333333,0
OStart Points,21360.0,2025-01-01,30.0,0.405,0.5,6.765,6.765,3.05,0.5,0
Start Points,21420.0,2025-01-01,20.0,0.8466666666666667,0.6666666666666666,0.44333333333333336,0.44333333333333336,1.0,0.3333333333333333,0
Mid Points,21420.0,2025-01-01,40.0,0.5166666666666667,0.6666666666666666,3.6300000000000003,3.6133333333333333,1.3499999999999999,0.6666666666666666,0
End Points,21420.0,2025-01-01,20.0,0.44,0.3333333333333333,1.4333333333333333,1.4333333333333333,1.0,0.3333333333333333,0
OStart Points,21420.0,2025-01-01,60.0,1.42,1.0,3.1,3.085,2.525,1.0,0
Start Points,21480.0,2025-01-01,80.0,3.436666666666666,2.0,8.953333333333333,8.953333333333333,8.033333333333333,1.3333333333333333,0
Mid Points,21480.0,2025-01-01,80.0,1.4666666666666668,1.3333333333333333,3.9299999999999997,3.9299999999999997,2.3433333333333333,1.3333333333333333,0
End Points,21480.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,21480.0,2025-01-01,90.0,3.51,1.5,2.965,2.96,4.335,1.5,0
Start Points,21540.0,2025-01-01,20.0,0.39666666666666667,0.3333333333333333,2.6333333333333333,2.6333333333333333,1.7,0.3333333333333333,0
Mid Points,21540.0,2025-01-01,60.0,1.1300000000000001,1.0,7.616666666666667,7.6066666666666665,5.683333333333334,1.0,0
End Points,21540.0,2025-01-01,40.0,0.5133333333333333,0.6666666666666666,3.6933333333333334,3.69,1.3499999999999999,0.6666666666666666,0
OStart Points,21540.0,2025-01-01,60.0,2.265,1.0,2.965,2.945,4.275,1.0,0
Start Points,21600.0,2025-01-01,20.0,0.3,0.3333333333333333,2.4166666666666665,2.4166666666666665,1.0,0.3333333333333333,0
Mid Points,21600.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
End Points,21600.0,2025-01-01,20.0,0.9466666666666667,0.3333333333333333,1.6766666666666667,1.6766666666666667,3.3333333333333335,0.3333333333333333,0
OStart Points,21600.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,21660.0,2025-01-01,40.0,2.3733333333333335,1.3333333333333333,1.5966666666666667,1.5966666666666667,2.516666666666667,0.6666666666666666,0
Mid Points,21660.0,2025-01-01,100.0,1.5833333333333333,1.6666666666666667,3.5733333333333337,3.5366666666666666,1.7466666666666668,1.6666666666666667,0
End Points,21660.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,21660.0,2025-01-01,90.0,2.445,1.5,2.46,2.445,2.35,1.5,0
Start Points,21720.0,2025-01-01,20.0,2.0,1.3333333333333333,1.5999999999999999,1.5999999999999999,3.3333333333333335,0.3333333333333333,0
Mid Points,21720.0,2025-01-01,40.0,0.7133333333333333,0.6666666666666666,8.263333333333334,8.263333333333334,5.333333333333333,0.6666666666666666,0
End Points,21720.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,21720.0,2025-01-01,90.0,3.775,1.5,2.94,2.94,4.685,1.5,0
Start Points,21780.0,2025-01-01,120.0,4.96,2.3333333333333335,4.626666666666666,4.593333333333333,5.626666666666666,2.0,0
Mid Points,21780.0,2025-01-01,100.0,2.0566666666666666,1.6666666666666667,8.633333333333333,8.633333333333333,6.033333333333334,1.6666666666666667,0
End Points,21780.0,2025-01-01,60.0,0.8133333333333334,1.0,3.7066666666666666,3.7066666666666666,1.4666666666666668,1.0,0
OStart Points,21780.0,2025-01-01,60.0,3.105,1.5,2.89,2.89,5.5,1.0,0
Start Points,21840.0,2025-01-01,60.0,1.93,1.0,2.0966666666666662,2.09,2.5566666666666666,1.0,0
Mid Points,21840.0,2025-01-01,100.0,1.8133333333333332,1.6666666666666667,7.8933333333333335,7.886666666666667,5.043333333333333,1.6666666666666667,0
End Points,21840.0,2025-01-01,80.0,1.4533333333333334,1.3333333333333333,3.9299999999999997,3.9266666666666663,2.3433333333333333,1.3333333333333333,0
OStart Points,21840.0,2025-01-01,60.0,2.37,0.5,2.605,2.585,4.275,1.0,0
Start Points,21900.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,21900.0,2025-01-01,40.0,0.5833333333333334,0.6666666666666666,3.266666666666667,3.23,1.3499999999999999,0.6666666666666666,0
End Points,21900.0,2025-01-01,40.0,0.47333333333333333,0.6666666666666666,4.1433333333333335,4.126666666666667,1.3499999999999999,0.6666666666666666,0
OStart Points,21900.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,21960.0,2025-01-01,40.0,1.2166666666666666,0.6666666666666666,5.446666666666666,5.446666666666666,6.033333333333334,0.6666666666666666,0
Mid Points,21960.0,2025-01-01,40.0,0.7966666666666667,0.6666666666666666,8.493333333333334,8.493333333333334,6.033333333333334,0.6666666666666666,0
End Points,21960.0,2025-01-01,20.0,0.49,0.3333333333333333,3.8533333333333335,3.8533333333333335,3.3333333333333335,0.3333333333333333,0
OStart Points,21960.0,2025-01-01,30.0,0.975,0.5,2.535,2.535,3.05,0.5,0
Start Points,22020.0,2025-01-01,20.0,0.24,0.3333333333333333,3.2066666666666666,3.2066666666666666,1.0,0.3333333333333333,0
Mid Points,22020.0,2025-01-01,20.0,0.24,0.3333333333333333,3.1666666666666665,3.1666666666666665,1.0,0.3333333333333333,0
End Points,22020.0,2025-01-01,20.0,0.6466666666666666,0.3333333333333333,1.37,1.37,1.7,0.3333333333333333,0
OStart Points,22020.0,2025-01-01,30.0,0.64,0.5,2.755,2.755,2.0,0.5,0
Start Points,22080.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,22080.0,2025-01-01,20.0,0.22,0.3333333333333333,3.5366666666666666,3.5366666666666666,1.0,0.3333333333333333,0
End Points,22080.0,2025-01-01,20.0,0.6366666666666666,0.3333333333333333,1.4000000000000001,1.4000000000000001,1.7,0.3333333333333333,0
OStart Points,22080.0,2025-01-01,30.0,0.67,0.5,2.62,2.62,2.0,0.5,0
Start Points,22140.0,2025-01-01,40.0,2.73,1.3333333333333333,1.4100000000000001,1.4100000000000001,3.3333333333333335,0.6666666666666666,0
Mid Points,22140.0,2025-01-01,20.0,0.49333333333333335,0.3333333333333333,3.8466666666666662,3.8466666666666662,3.3333333333333335,0.3333333333333333,0
End Points,22140.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22140.0,2025-01-01,60.0,1.9100000000000001,1.0,9.975,9.975,9.55,1.0,0
Start Points,22200.0,2025-01-01,80.0,3.1966666666666668,2.0,9.596666666666666,9.596666666666666,7.333333333333333,1.3333333333333333,0
Mid Points,22200.0,2025-01-01,120.0,1.9666666666666668,2.0,3.42,3.313333333333333,1.7766666666666666,2.0,0
End Points,22200.0,2025-01-01,40.0,1.46,0.6666666666666666,1.5766666666666669,1.5633333333333335,2.1666666666666665,0.6666666666666666,0
OStart Points,22200.0,2025-01-01,150.0,5.53,2.5,2.665,2.53,3.4,2.5,0
Start Points,22260.0,2025-01-01,60.0,2.07,1.3333333333333333,8.69,8.69,8.033333333333333,1.0,0
Mid Points,22260.0,2025-01-01,80.0,1.3633333333333333,1.3333333333333333,8.166666666666666,8.043333333333335,3.6233333333333335,1.3333333333333333,0
End Points,22260.0,2025-01-01,20.0,0.09000000000000001,0.3333333333333333,3.7899999999999996,3.7899999999999996,0.06666666666666672,0.3333333333333333,0
OStart Points,22260.0,2025-01-01,90.0,3.44,1.5,3.1,3.08,4.335,1.5,0
Start Points,22320.0,2025-01-01,40.0,2.106666666666667,1.3333333333333333,1.0999999999999999,0.9933333333333335,1.7,0.6666666666666666,0
Mid Points,22320.0,2025-01-01,60.0,0.82,1.0,8.540000000000001,8.506666666666666,4.05,1.0,0
End Points,22320.0,2025-01-01,20.0,0.27,0.3333333333333333,4.19,4.19,1.7,0.3333333333333333,0
OStart Points,22320.0,2025-01-01,120.0,3.0100000000000002,2.0,10.01,9.965,8.85,2.0,0
Start Points,22380.0,2025-01-01,40.0,1.3433333333333335,1.0,4.34,4.34,3.6999999999999997,0.6666666666666666,0
Mid Points,22380.0,2025-01-01,60.0,0.6133333333333334,1.0,3.453333333333333,3.296666666666667,0.9233333333333332,1.0,0
End Points,22380.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22380.0,2025-01-01,90.0,1.95,1.5,2.45,2.395,1.8849999999999998,1.5,0
Start Points,22440.0,2025-01-01,60.0,1.43,1.3333333333333333,4.683333333333334,4.6433333333333335,3.233333333333333,1.0,0
Mid Points,22440.0,2025-01-01,80.0,0.8733333333333334,1.3333333333333333,3.9933333333333336,3.9499999999999997,1.1166666666666665,1.3333333333333333,0
End Points,22440.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22440.0,2025-01-01,60.0,1.1,1.0,3.2,3.175,1.8250000000000002,1.0,0
Start Points,22500.0,2025-01-01,20.0,1.3733333333333333,0.6666666666666666,1.4733333333333334,1.4733333333333334,3.3333333333333335,0.3333333333333333,0
Mid Points,22500.0,2025-01-01,20.0,0.49666666666666665,0.3333333333333333,3.8033333333333332,3.8033333333333332,3.3333333333333335,0.3333333333333333,0
End Points,22500.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22500.0,2025-01-01,90.0,2.955,1.5,2.92,2.905,3.5149999999999997,1.5,0
Start Points,22560.0,2025-01-01,20.0,1.01,0.6666666666666666,1.4233333333333331,1.4233333333333331,1.7,0.3333333333333333,0
Mid Points,22560.0,2025-01-01,20.0,0.19333333333333333,0.3333333333333333,4.11,4.11,1.0,0.3333333333333333,0
End Points,22560.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22560.0,2025-01-01,30.0,0.645,0.5,2.74,2.74,2.0,0.5,0
Start Points,22620.0,2025-01-01,40.0,1.46,1.0,4.616666666666666,4.616666666666666,4.3999999999999995,0.6666666666666666,0
Mid Points,22620.0,2025-01-01,80.0,1.16,1.3333333333333333,3.9166666666666665,3.8666666666666667,1.7,1.3333333333333333,0
End Points,22620.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22620.0,2025-01-01,150.0,4.215,2.5,3.5949999999999998,3.27,3.54,2.5,0
Start Points,22680.0,2025-01-01,80.0,2.016666666666667,1.6666666666666667,7.916666666666667,7.896666666666666,6.05,1.3333333333333333,0
Mid Points,22680.0,2025-01-01,20.0,0.29,0.3333333333333333,3.8666666666666667,3.8666666666666667,1.7,0.3333333333333333,0
End Points,22680.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22680.0,2025-01-01,30.0,0.9,0.5,2.785,2.785,3.05,0.5,0
Start Points,22740.0,2025-01-01,20.0,0.9899999999999999,0.6666666666666666,1.6633333333333333,1.6633333333333333,1.7,0.3333333333333333,0
Mid Points,22740.0,2025-01-01,80.0,0.9566666666666667,1.3333333333333333,4.036666666666666,4.033333333333333,1.3499999999999999,1.3333333333333333,0
End Points,22740.0,2025-01-01,20.0,0.47,0.3333333333333333,1.3,1.3,1.0,0.3333333333333333,0
OStart Points,22740.0,2025-01-01,90.0,2.105,1.5,2.945,2.88,2.35,1.5,0
Start Points,22800.0,2025-01-01,20.0,1.2999999999999998,0.6666666666666666,1.7466666666666668,1.7466666666666668,3.3333333333333335,0.3333333333333333,0
Mid Points,22800.0,2025-01-01,20.0,0.48666666666666664,0.3333333333333333,3.9033333333333338,3.9033333333333338,3.3333333333333335,0.3333333333333333,0
End Points,22800.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22800.0,2025-01-01,60.0,2.24,1.0,3.05,3.05,4.275,1.0,0
Start Points,22860.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,22860.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
End Points,22860.0,2025-01-01,40.0,1.7699999999999998,0.6666666666666666,1.8433333333333335,1.8433333333333335,3.3333333333333335,0.6666666666666666,0
OStart Points,22860.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,22920.0,2025-01-01,40.0,1.5333333333333332,1.0,6.373333333333332,6.373333333333332,5.333333333333333,0.6666666666666666,0
Mid Points,22920.0,2025-01-01,60.0,0.9166666666666666,1.0,3.766666666666667,3.76,1.7766666666666666,1.0,0
End Points,22920.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22920.0,2025-01-01,30.0,1.49,1.0,3.035,3.035,5.5,0.5,0
Start Points,22980.0,2025-01-01,40.0,2.3966666666666665,1.3333333333333333,1.13,1.0433333333333332,2.516666666666667,0.6666666666666666,0
Mid Points,22980.0,2025-01-01,20.0,0.2966666666666667,0.3333333333333333,3.763333333333333,3.763333333333333,1.7,0.3333333333333333,0
End Points,22980.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,22980.0,2025-01-01,90.0,2.275,1.0,2.545,2.505,2.35,1.5,0
Start Points,23040.0,2025-01-01,20.0,1.3966666666666665,0.6666666666666666,0.9899999999999999,0.9899999999999999,3.3333333333333335,0.3333333333333333,0
Mid Points,23040.0,2025-01-01,60.0,1.3633333333333333,1.0,3.5066666666666664,3.4066666666666667,2.7899999999999996,1.0,0
End Points,23040.0,2025-01-01,20.0,0.3933333333333333,0.3333333333333333,1.6833333333333333,1.6833333333333333,1.0,0.3333333333333333,0
OStart Points,23040.0,2025-01-01,60.0,3.765,1.5,2.945,2.945,5.5,1.0,0
Start Points,23100.0,2025-01-01,20.0,0.26333333333333336,0.3333333333333333,2.8533333333333335,2.8533333333333335,1.0,0.3333333333333333,0
Mid Points,23100.0,2025-01-01,60.0,0.7833333333333333,1.0,7.663333333333334,7.640000000000001,3.35,1.0,0
End Points,23100.0,2025-01-01,20.0,0.9433333333333334,0.3333333333333333,1.6866666666666665,1.6866666666666665,3.3333333333333335,0.3333333333333333,0
OStart Points,23100.0,2025-01-01,120.0,2.155,1.5,2.84,2.84,2.525,2.0,0
Start Points,23160.0,2025-01-01,40.0,1.78,1.0,5.046666666666667,5.046666666666667,6.033333333333334,0.6666666666666666,0
Mid Points,23160.0,2025-01-01,20.0,0.48333333333333334,0.3333333333333333,3.9266666666666663,3.9266666666666663,3.3333333333333335,0.3333333333333333,0
End Points,23160.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23160.0,2025-01-01,30.0,1.355,0.5,3.185,3.185,5.5,0.5,0
Start Points,23220.0,2025-01-01,20.0,0.2866666666666667,0.3333333333333333,2.5566666666666666,2.5566666666666666,1.0,0.3333333333333333,0
Mid Points,23220.0,2025-01-01,40.0,0.5166666666666666,0.6666666666666666,8.459999999999999,8.459999999999999,3.6999999999999997,0.6666666666666666,0
End Points,23220.0,2025-01-01,20.0,0.3133333333333333,0.3333333333333333,3.526666666666667,3.526666666666667,1.7,0.3333333333333333,0
OStart Points,23220.0,2025-01-01,30.0,0.575,0.5,3.115,3.115,2.0,0.5,0
Start Points,23280.0,2025-01-01,20.0,1.0233333333333334,0.6666666666666666,1.4766666666666666,1.4766666666666666,1.7,0.3333333333333333,0
Mid Points,23280.0,2025-01-01,40.0,0.6866666666666666,0.6666666666666666,3.26,3.1633333333333336,1.7,0.6666666666666666,0
End Points,23280.0,2025-01-01,20.0,0.8966666666666666,0.3333333333333333,1.8166666666666667,1.8166666666666667,3.3333333333333335,0.3333333333333333,0
OStart Points,23280.0,2025-01-01,60.0,1.775,1.0,9.62,9.62,9.55,1.0,0
Start Points,23340.0,2025-01-01,40.0,1.15,1.0,4.579999999999999,4.579999999999999,2.766666666666667,0.6666666666666666,0
Mid Points,23340.0,2025-01-01,40.0,0.5133333333333333,0.6666666666666666,3.6633333333333336,3.6533333333333338,1.3499999999999999,0.6666666666666666,0
End Points,23340.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23340.0,2025-01-01,90.0,2.14,1.5,9.885,9.875,6.05,1.5,0
Start Points,23400.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,23400.0,2025-01-01,40.0,0.4633333333333333,0.6666666666666666,3.1199999999999997,3.1166666666666667,0.8833333333333334,0.6666666666666666,0
End Points,23400.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23400.0,2025-01-01,150.0,3.3400000000000003,2.5,9.76,9.495000000000001,8.415,2.5,0
Start Points,23460.0,2025-01-01,20.0,1.3566666666666667,0.6666666666666666,1.5199999999999998,1.5199999999999998,3.3333333333333335,0.3333333333333333,0
Mid Points,23460.0,2025-01-01,20.0,0.45999999999999996,0.6666666666666666,3.123333333333333,3.123333333333333,1.7,0.3333333333333333,0
End Points,23460.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23460.0,2025-01-01,30.0,0.87,0.5,2.905,2.905,3.05,0.5,0
Start Points,23520.0,2025-01-01,60.0,1.4966666666666668,1.3333333333333333,9.876666666666667,9.876666666666667,5.7,1.0,0
Mid Points,23520.0,2025-01-01,80.0,1.2566666666666666,1.0,3.6666666666666665,3.563333333333333,1.9333333333333333,1.3333333333333333,0
End Points,23520.0,2025-01-01,20.0,0.11333333333333334,0.3333333333333333,2.9,2.9,0.06666666666666672,0.3333333333333333,0
OStart Points,23520.0,2025-01-01,120.0,3.865,2.0,2.915,2.855,3.4,2.0,0
Start Points,23580.0,2025-01-01,20.0,1.0166666666666666,0.6666666666666666,1.2633333333333334,1.2633333333333334,1.7,0.3333333333333333,0
Mid Points,23580.0,2025-01-01,40.0,0.5133333333333333,0.6666666666666666,3.69,3.6833333333333336,1.3499999999999999,0.6666666666666666,0
End Points,23580.0,2025-01-01,20.0,0.5433333333333333,0.3333333333333333,1.76,1.76,1.7,0.3333333333333333,0
OStart Points,23580.0,2025-01-01,60.0,2.005,1.0,2.035,2.03,2.525,1.0,0
Start Points,23640.0,2025-01-01,20.0,1.32,0.6666666666666666,1.43,1.43,3.3333333333333335,0.3333333333333333,0
Mid Points,23640.0,2025-01-01,20.0,0.49333333333333335,0.3333333333333333,3.85,3.85,3.3333333333333335,0.3333333333333333,0
End Points,23640.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23640.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Start Points,23700.0,2025-01-01,40.0,2.0566666666666666,1.3333333333333333,0.7600000000000001,0.35333333333333333,1.7,0.6666666666666666,0
Mid Points,23700.0,2025-01-01,20.0,0.08333333333333333,0.3333333333333333,4.183333333333334,4.183333333333334,0.06666666666666672,0.3333333333333333,0
End Points,23700.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23700.0,2025-01-01,60.0,1.585,1.0,3.59,3.535,3.05,1.0,0
Start Points,23760.0,2025-01-01,60.0,2.6666666666666665,1.6666666666666667,5.233333333333333,5.2299999999999995,4.516666666666667,1.0,0
Mid Points,23760.0,2025-01-01,60.0,1.2,1.0,3.3666666666666667,3.2899999999999996,2.2433333333333336,1.0,0
End Points,23760.0,2025-01-01,20.0,1.27,0.3333333333333333,1.0833333333333333,1.0833333333333333,3.3333333333333335,0.3333333333333333,0
OStart Points,23760.0,2025-01-01,90.0,3.525,1.5,2.675,2.645,3.865,1.5,0
Start Points,23820.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
Mid Points,23820.0,2025-01-01,40.0,0.69,0.6666666666666666,3.9166666666666665,3.9166666666666665,2.1666666666666665,0.6666666666666666,0
End Points,23820.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23820.0,2025-01-01,90.0,2.305,1.5,10.775,10.775,6.75,1.5,0
Start Points,23880.0,2025-01-01,40.0,1.6666666666666667,1.0,4.966666666666666,4.966666666666666,5.333333333333333,0.6666666666666666,0
Mid Points,23880.0,2025-01-01,20.0,0.22333333333333336,0.3333333333333333,3.453333333333333,3.453333333333333,1.0,0.3333333333333333,0
End Points,23880.0,2025-01-01,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0
OStart Points,23880.0,2025-01-01,30.0,0.785,0.5,2.16,2.16,2.0,0.5,0
Start Points,23940.0,2025-01-01,20.0,1.0666666666666667,0.6666666666666666,0.7133333333333333,0.7133333333333333,1.7,0.3333333333333333,0
Mid Points,23940.0,2025-01-01,60.0,0.9966666666666667,1.0,3.763333333333333,3.7466666666666666,2.01,1.0,0
End Points,23940.0,2025-01-01,40.0,1.5166666666666666,0.6666666666666666,1.64,1.6366666666666667,2.516666666666667,0.6666666666666666,0
OStart Points,23940.0,2025-01-01,90.0,2.91,1.5,2.94,2.94,3.5149999999999997,1.5,0
